ido,esperanto,similarity,rank,source
kande,pordego,0.9891,171,bert-alignment
kandidato,kandidato,0.9995,3678,bert-alignment
kandidato,reprezentanto,0.9926,3678,bert-alignment
kandidato,finalisto,0.9923,3678,bert-alignment
kansas,limas,0.9867,3943,bert-alignment
kansas,altas,0.986,3943,bert-alignment
kansas,trovas,0.9853,3943,bert-alignment
"kansas,",korporacio,0.9828,728,bert-alignment
"kansas,",organizas,0.9823,728,bert-alignment
"kansas,",smith,0.9819,728,bert-alignment
kansoni,kanto,0.9846,3010,bert-alignment
kansoni,kanado,0.9829,3010,bert-alignment
kansoni,kantas,0.9819,3010,bert-alignment
kansono,kanto,0.9846,1279,bert-alignment
kansono,kantisto,0.9829,1279,bert-alignment
kansono,kanado,0.9827,1279,bert-alignment
kantistino,kantistino,0.999,521,bert-alignment
kantistino,kantis,0.9938,521,bert-alignment
kantistino,kanto,0.9916,521,bert-alignment
"kantistino,",kantistino,0.9899,4900,bert-alignment
"kantistino,",kantis,0.9831,4900,bert-alignment
"kantistino,",muzikisto,0.981,4900,bert-alignment
kantisto,kantisto,1.0,424,bert-alignment
kantisto,muzikisto,0.9939,424,bert-alignment
kantisto,gitaristo,0.9937,424,bert-alignment
"kantisto,",kantisto,0.9927,1724,bert-alignment
"kantisto,",muzikisto,0.9902,1724,bert-alignment
"kantisto,",gitaristo,0.9872,1724,bert-alignment
kapabla,kapablas,0.9952,3718,bert-alignment
kapabla,solvebla,0.9902,3718,bert-alignment
kapabla,stabila,0.9899,3718,bert-alignment
kapaceso,potenco,0.9891,4025,bert-alignment
kapaceso,kapablas,0.9877,4025,bert-alignment
kapaceso,escepto,0.9875,4025,bert-alignment
kapitano,kapitano,1.0,3444,bert-alignment
kapitano,komandanto,0.9866,3444,bert-alignment
kapitano,asistanto,0.9862,3444,bert-alignment
kapo,kapo,1.0,2135,bert-alignment
kapo,nomigas,0.9849,2135,bert-alignment
kapo,kolo,0.9848,2135,bert-alignment
kaptar,kaptis,0.9954,3003,bert-alignment
kaptar,kapti,0.9941,3003,bert-alignment
kaptar,portis,0.9907,3003,bert-alignment
kaptas,trovas,0.9932,1395,bert-alignment
kaptas,konservas,0.9929,1395,bert-alignment
kaptas,trapasas,0.9928,1395,bert-alignment
kaptesis,kaptita,0.9909,3604,bert-alignment
kaptesis,kaptis,0.9908,3604,bert-alignment
kaptesis,detruita,0.9862,3604,bert-alignment
kaptis,kaptis,1.0,1725,bert-alignment
kaptis,kapti,0.9927,1725,bert-alignment
kaptis,batalis,0.9924,1725,bert-alignment
karaktero,karaktero,1.0,2834,bert-alignment
karaktero,figuro,0.9915,2834,bert-alignment
karaktero,sceno,0.9905,2834,bert-alignment
karcero,karlo,0.9901,3338,bert-alignment
karcero,cetero,0.9898,3338,bert-alignment
karcero,karel,0.9885,3338,bert-alignment
karibia,pacifika,0.9893,4564,bert-alignment
karibia,egipta,0.9885,4564,bert-alignment
karibia,iberia,0.9881,4564,bert-alignment
kariero,kariero,1.0,1543,bert-alignment
kariero,karaktero,0.9891,1543,bert-alignment
kariero,operacio,0.9888,1543,bert-alignment
karl,karl,0.9995,714,bert-alignment
karl,carl,0.9967,714,bert-alignment
karl,karel,0.9957,714,bert-alignment
karnavalo,festivalo,0.98,4219,bert-alignment
karnavalo,centro-valo,0.9791,4219,bert-alignment
karnavalo,festo,0.979,4219,bert-alignment
karno,kerno,0.9903,3937,bert-alignment
karno,karlo,0.9866,3937,bert-alignment
karno,kabo,0.9856,3937,bert-alignment
karolus,karolo,0.9834,2580,bert-alignment
karolus,sakristio,0.9728,2580,bert-alignment
karolus,leopoldo,0.9726,2580,bert-alignment
kastelo,kastelo,0.9993,2758,bert-alignment
kastelo,kapeleto,0.9896,2758,bert-alignment
kastelo,kirko,0.9893,2758,bert-alignment
kastilia,kastilio,0.9942,767,bert-alignment
kastilia,sicilio,0.9875,767,bert-alignment
kastilia,catalina,0.9861,767,bert-alignment
katalunia,kataluna,0.9944,4820,bert-alignment
katalunia,katalin,0.9886,4820,bert-alignment
katalunia,catalina,0.9824,4820,bert-alignment
kataluniana,kataluna,0.9768,2804,bert-alignment
kataluniana,katalin,0.976,2804,bert-alignment
kataluniana,catalina,0.9696,2804,bert-alignment
katedralo,katedralo,1.0,1995,bert-alignment
katedralo,kapelo,0.9912,1995,bert-alignment
katedralo,sinagogo,0.987,1995,bert-alignment
kategorio,kategorio,0.9994,1748,bert-alignment
kategorio,sorto,0.9923,1748,bert-alignment
kategorio,klaso,0.992,1748,bert-alignment
katolik,katolika,0.9882,4621,bert-alignment
katolik,katolikaj,0.9854,4621,bert-alignment
katolik,protestanta,0.9835,4621,bert-alignment
katolik-eklezio,kristanismo,0.9806,3506,bert-alignment
katolik-eklezio,silezio,0.9798,3506,bert-alignment
katolik-eklezio,episkopo,0.9778,3506,bert-alignment
katolik-eklezio.,evangelio,0.9752,2697,bert-alignment
katolik-eklezio.,esperanto-asocio,0.9751,2697,bert-alignment
katolik-eklezio.,episkopo,0.973,2697,bert-alignment
katolika,katolika,1.0,1317,bert-alignment
katolika,protestanta,0.9954,1317,bert-alignment
katolika,kristana,0.9932,1317,bert-alignment
katoliki,katolika,0.996,4367,bert-alignment
katoliki,protestanta,0.9915,4367,bert-alignment
katoliki,kristana,0.991,4367,bert-alignment
kauzi,kazo,0.9912,4944,bert-alignment
kauzi,krei,0.9881,4944,bert-alignment
kauzi,kaze,0.9873,4944,bert-alignment
kauzo,kazo,0.991,3310,bert-alignment
kauzo,mezo,0.9857,3310,bert-alignment
kauzo,pezo,0.985,3310,bert-alignment
kavali,kavaliro,0.9926,3638,bert-alignment
kavali,kavaliroj,0.9883,3638,bert-alignment
kavali,kabo,0.9872,3638,bert-alignment
kavalieri,kavaliro,0.9957,4797,bert-alignment
kavalieri,kavaliroj,0.988,4797,bert-alignment
kavalieri,labori,0.9849,4797,bert-alignment
kazakstan,kaze,0.9877,3318,bert-alignment
kazakstan,rusan,0.9864,3318,bert-alignment
kazakstan,nacia,0.9863,3318,bert-alignment
kazakstanana,kamparanoj,0.9868,4688,bert-alignment
kazakstanana,flankaj,0.9863,4688,bert-alignment
kazakstanana,rusaj,0.9861,4688,bert-alignment
kazi,aktiva,0.9834,3458,bert-alignment
kazi,kaj,0.9832,3458,bert-alignment
kazi,real,0.9829,3458,bert-alignment
kazimierz,kazimierz,0.9991,4463,bert-alignment
kazimierz,fritz,0.9891,4463,bert-alignment
kazimierz,géza,0.9885,4463,bert-alignment
kazo,kazo,1.0,2935,bert-alignment
kazo,kaze,0.9917,2935,bert-alignment
kazo,mezo,0.991,2935,bert-alignment
ke,ke,1.0,86,bert-alignment
ke,per,0.987,86,bert-alignment
ke,ede,0.9859,86,bert-alignment
"ke,",ke,0.9915,3078,bert-alignment
"ke,",martin,0.9862,3078,bert-alignment
"ke,",kondukis,0.9858,3078,bert-alignment
kelk,kelke,0.9962,1341,bert-alignment
kelk,kelkfoje,0.9916,1341,bert-alignment
kelk,surloke,0.9891,1341,bert-alignment
kelka,kelke,0.9964,254,bert-alignment
kelka,kelkfoje,0.9886,254,bert-alignment
kelka,surloke,0.9867,254,bert-alignment
kelkafoye,kelke,0.9877,1393,bert-alignment
kelkafoye,malmulte,0.9807,1393,bert-alignment
kelkafoye,kunlaboras,0.9807,1393,bert-alignment
kelke,kelke,1.0,2685,bert-alignment
kelke,surloke,0.9901,2685,bert-alignment
kelke,kelkfoje,0.9894,2685,bert-alignment
kelta,slava,0.9909,3824,bert-alignment
kelta,scott,0.9899,3824,bert-alignment
kelta,ornamita,0.9895,3824,bert-alignment
kemiala,kemia,0.9954,1048,bert-alignment
kemiala,mekanika,0.9925,1048,bert-alignment
kemiala,kemiisto,0.9918,1048,bert-alignment
kemiisto,kemiisto,0.9995,1291,bert-alignment
kemiisto,botanikisto,0.9939,1291,bert-alignment
kemiisto,matematikisto,0.9931,1291,bert-alignment
"kemiisto,",kemiisto,0.9929,844,bert-alignment
"kemiisto,",fizikisto,0.9884,844,bert-alignment
"kemiisto,",matematikisto,0.9884,844,bert-alignment
kemio,kemio,0.9993,1139,bert-alignment
kemio,kemia,0.9921,1139,bert-alignment
kemio,kemiisto,0.9907,1139,bert-alignment
kemio:,kemio,0.9955,3979,bert-alignment
kemio:,kemiisto,0.9912,3979,bert-alignment
kemio:,kemia,0.9908,3979,bert-alignment
"kentucky,",scott,0.984,985,bert-alignment
"kentucky,",washington,0.9834,985,bert-alignment
"kentucky,",londono,0.9833,985,bert-alignment
kg,kg,1.0,2665,bert-alignment
kg,cm,0.9831,2665,bert-alignment
kg,km,0.9783,2665,bert-alignment
"kg,",kg,0.9825,4854,bert-alignment
"kg,",kapablo,0.982,4854,bert-alignment
"kg,",vojaĝis,0.9818,4854,bert-alignment
khan,real,0.9841,4497,bert-alignment
khan,juran,0.9841,4497,bert-alignment
khan,homan,0.9836,4497,bert-alignment
khl,gehrels,0.9913,4059,bert-alignment
khl,karl,0.9911,4059,bert-alignment
khl,ngc,0.9908,4059,bert-alignment
kiel,kiel,1.0,4552,bert-alignment
kiel,samkiel,0.985,4552,bert-alignment
kiel,loka,0.984,4552,bert-alignment
kilometri,longe,0.9885,21,bert-alignment
kilometri,km,0.9885,21,bert-alignment
kilometri,absoluta,0.9881,21,bert-alignment
"kilometri,",km-ojn,0.9862,4955,bert-alignment
"kilometri,",vojaĝis,0.9857,4955,bert-alignment
"kilometri,",produktis,0.9851,4955,bert-alignment
kilometro,kilometro,1.0,1418,bert-alignment
kilometro,celo,0.9859,1418,bert-alignment
kilometro,preparado,0.9859,1418,bert-alignment
kim,kim,0.9989,2649,bert-alignment
kim,tom,0.9821,2649,bert-alignment
kim,mil,0.9818,2649,bert-alignment
kin,sir,0.9861,920,bert-alignment
kin,lin,0.9861,920,bert-alignment
kin,sian,0.9852,920,bert-alignment
kin),martin,0.9806,2625,bert-alignment
kin),ferenc,0.9797,2625,bert-alignment
kin),indiki,0.9797,2625,bert-alignment
kinacent,tridekjara,0.9842,4155,bert-alignment
kinacent,tridek,0.9839,4155,bert-alignment
kinacent,dudek,0.983,4155,bert-alignment
kinadek,tridek,0.9857,2347,bert-alignment
kinadek,dudek,0.9841,2347,bert-alignment
kinadek,tridekjara,0.9831,2347,bert-alignment
kinesma,prenas,0.9895,4295,bert-alignment
kinesma,kiom,0.9892,4295,bert-alignment
kinesma,anoncis,0.9887,4295,bert-alignment
king,king,0.9991,3724,bert-alignment
king,center,0.9846,3724,bert-alignment
king,royal,0.9842,3724,bert-alignment
kirgiziana,ukrainio,0.9869,3917,bert-alignment
kirgiziana,bulgara,0.9863,3917,bert-alignment
kirgiziana,kirk,0.9863,3917,bert-alignment
kirgizistan,turingia,0.9851,3800,bert-alignment
kirgizistan,kirk,0.9849,3800,bert-alignment
kirgizistan,kirkon,0.9848,3800,bert-alignment
kirki,kirko,0.996,4715,bert-alignment
kirki,kirkon,0.9946,4715,bert-alignment
kirki,kirk,0.9946,4715,bert-alignment
kirko,kirko,0.9993,1710,bert-alignment
kirko,kirkon,0.9951,1710,bert-alignment
kirko,kirk,0.9941,1710,bert-alignment
klara,klara,0.999,3016,bert-alignment
klara,klare,0.9905,3016,bert-alignment
klara,aktiva,0.9854,3016,bert-alignment
klare,klare,0.9992,4790,bert-alignment
klare,klara,0.9905,4790,bert-alignment
klare,longe,0.9883,4790,bert-alignment
klasifiko,klasifiko,0.9993,3050,bert-alignment
klasifiko,indiko,0.9899,3050,bert-alignment
klasifiko,sintezo,0.9896,3050,bert-alignment
klasifikuro,klasifiko,0.9928,1368,bert-alignment
klasifikuro,grafikisto,0.9881,1368,bert-alignment
klasifikuro,kritikisto,0.9879,1368,bert-alignment
klasika,klasika,0.9994,1499,bert-alignment
klasika,baroka,0.9905,1499,bert-alignment
klasika,teknika,0.989,1499,bert-alignment
klaso,klaso,0.9989,2645,bert-alignment
klaso,kategorio,0.992,2645,bert-alignment
klaso,nivelo,0.9892,2645,bert-alignment
klemens,berlina,0.9845,3527,bert-alignment
klemens,gehrels,0.9837,3527,bert-alignment
klemens,carmen,0.9836,3527,bert-alignment
klimatala,klimata,0.9959,1226,bert-alignment
klimatala,klimato,0.9922,1226,bert-alignment
klimatala,ekologia,0.9899,1226,bert-alignment
klimato,klimato,0.9988,562,bert-alignment
klimato,klimata,0.9909,562,bert-alignment
klimato,atmosfero,0.989,562,bert-alignment
kloki,kalkuli,0.964,4253,bert-alignment
kloki,konsideri,0.9618,4253,bert-alignment
kloki,kolekti,0.961,4253,bert-alignment
klozita,forigita,0.9903,4276,bert-alignment
klozita,disvastigita,0.9896,4276,bert-alignment
klozita,agnoskita,0.9889,4276,bert-alignment
klubi,klubo,0.9843,4432,bert-alignment
klubi,produkti,0.9814,4432,bert-alignment
klubi,ludi,0.9812,4432,bert-alignment
klubo,klubo,1.0,937,bert-alignment
klubo,konkurso,0.9911,937,bert-alignment
klubo,kompanio,0.991,937,bert-alignment
km,km,0.9991,313,bert-alignment
km,cm,0.9856,313,bert-alignment
km,km-ojn,0.9843,313,bert-alignment
"km,",km-ojn,0.9884,1972,bert-alignment
"km,",ferenc,0.986,1972,bert-alignment
"km,",irana,0.986,1972,bert-alignment
km²,kovras,0.9809,89,bert-alignment
km²,areo,0.9809,89,bert-alignment
km²,tereno,0.9806,89,bert-alignment
"km²,",teritoria,0.982,122,bert-alignment
"km²,",areo,0.9818,122,bert-alignment
"km²,",kompanio,0.9817,122,bert-alignment
km².,km-ojn,0.9856,489,bert-alignment
km².,teritoria,0.9825,489,bert-alignment
km².,atingas,0.9824,489,bert-alignment
koaktis,kondukis,0.9923,3869,bert-alignment
koaktis,gajnis,0.991,3869,bert-alignment
koaktis,kondukas,0.9907,3869,bert-alignment
kolda,milda,0.9862,1285,bert-alignment
kolda,malvarma,0.9842,1285,bert-alignment
kolda,vintra,0.9838,1285,bert-alignment
kolekturo,kolekto,0.9938,3508,bert-alignment
kolekturo,kolekti,0.9931,3508,bert-alignment
kolekturo,kolektis,0.9926,3508,bert-alignment
kolini,doni,0.9918,3138,bert-alignment
kolini,klatovy,0.991,3138,bert-alignment
kolini,teni,0.9909,3138,bert-alignment
kolino,kerno,0.991,4299,bert-alignment
kolino,virgulino,0.9893,4299,bert-alignment
kolino,tono,0.9885,4299,bert-alignment
kolizionas,forpasis,0.9904,3796,bert-alignment
kolizionas,falis,0.9899,3796,bert-alignment
kolizionas,suferas,0.9891,3796,bert-alignment
"kolno,",saksio-anhalto,0.9883,1249,bert-alignment
"kolno,",alveno,0.9881,1249,bert-alignment
"kolno,",kerno,0.988,1249,bert-alignment
kolonia,kolonia,0.9994,1881,bert-alignment
kolonia,kolonio,0.9932,1881,bert-alignment
kolonia,londona,0.993,1881,bert-alignment
kolonial,absoluta,0.9844,3910,bert-alignment
kolonial,kreis,0.9836,3910,bert-alignment
kolonial,esplora,0.983,3910,bert-alignment
koloniala,kolonia,0.991,3572,bert-alignment
koloniala,civila,0.9908,3572,bert-alignment
koloniala,stabila,0.9902,3572,bert-alignment
kolonieto,kolonio,0.9957,1146,bert-alignment
kolonieto,kolonia,0.9927,1146,bert-alignment
kolonieto,kapeleto,0.9911,1146,bert-alignment
kolonii,kolonio,0.9966,1616,bert-alignment
kolonii,kolonia,0.9937,1616,bert-alignment
kolonii,labori,0.9918,1616,bert-alignment
koloniigo,kolonio,0.9919,3079,bert-alignment
koloniigo,kolonia,0.9893,3079,bert-alignment
koloniigo,liberigo,0.9872,3079,bert-alignment
kolonio,kolonio,0.9994,1000,bert-alignment
kolonio,kolonia,0.9932,1000,bert-alignment
kolonio,londono,0.991,1000,bert-alignment
kolori,koloro,0.9973,3932,bert-alignment
kolori,labori,0.9889,3932,bert-alignment
kolori,bruno,0.9887,3932,bert-alignment
koloro,koloro,1.0,2474,bert-alignment
koloro,sorto,0.9904,2474,bert-alignment
koloro,valoro,0.9896,2474,bert-alignment
kolumbia,venezuelo,0.987,973,bert-alignment
kolumbia,hispanio,0.987,973,bert-alignment
kolumbia,kanada,0.9865,973,bert-alignment
kolumbiana,kolonia,0.9863,3412,bert-alignment
kolumbiana,portugala,0.986,3412,bert-alignment
kolumbiana,hispanio,0.9858,3412,bert-alignment
kom,komarko,0.9851,83,bert-alignment
kom,kun,0.9847,83,bert-alignment
kom,ke,0.9833,83,bert-alignment
komandis,sendis,0.9938,2832,bert-alignment
komandis,okupis,0.9935,2832,bert-alignment
komandis,produktis,0.9928,2832,bert-alignment
komandita,sendita,0.993,655,bert-alignment
komandita,dividita,0.9923,655,bert-alignment
komandita,edukita,0.9907,655,bert-alignment
kombatar,kaptis,0.9888,2693,bert-alignment
kombatar,komarko,0.9886,2693,bert-alignment
kombatar,laboras,0.9875,2693,bert-alignment
kombati,batali,0.9892,2409,bert-alignment
kombati,alianco,0.9891,2409,bert-alignment
kombati,batalo,0.9884,2409,bert-alignment
kombatis,kaptis,0.9919,3840,bert-alignment
kombatis,okupas,0.9917,3840,bert-alignment
kombatis,batalis,0.9913,3840,bert-alignment
kombato,abato,0.99,2469,bert-alignment
kombato,komarko,0.9891,2469,bert-alignment
kombato,batalo,0.9889,2469,bert-alignment
komediisto,muzikisto,0.9939,2017,bert-alignment
komediisto,kritikisto,0.9929,2017,bert-alignment
komediisto,grafikisto,0.9924,2017,bert-alignment
komencar,komencas,0.9935,4663,bert-alignment
komencar,komence,0.9931,4663,bert-alignment
komencar,komencita,0.9927,4663,bert-alignment
komencas,komencas,0.9992,407,bert-alignment
komencas,komencita,0.992,407,bert-alignment
komencas,komence,0.9913,407,bert-alignment
komence,komence,1.0,1178,bert-alignment
komence,komenci,0.9944,1178,bert-alignment
komence,komencita,0.9933,1178,bert-alignment
"komence,",komence,0.9925,4650,bert-alignment
"komence,",komenci,0.9884,4650,bert-alignment
"komence,",dekomence,0.9872,4650,bert-alignment
komencinta,komenca,0.9935,271,bert-alignment
komencinta,komencita,0.9921,271,bert-alignment
komencinta,komenciĝanta,0.9892,271,bert-alignment
komencis,komencis,1.0,222,bert-alignment
komencis,startis,0.9894,222,bert-alignment
komencis,komencita,0.9881,222,bert-alignment
"komencis,",kondukis,0.9867,1130,bert-alignment
"komencis,",enkondukis,0.9867,1130,bert-alignment
"komencis,",komencis,0.9858,1130,bert-alignment
komenco,komenco,1.0,465,bert-alignment
komenco,fino,0.9821,465,bert-alignment
komenco,komencis,0.9813,465,bert-alignment
komercala,komerco,0.9924,784,bert-alignment
komercala,komercado,0.9919,784,bert-alignment
komercala,komerca,0.9896,784,bert-alignment
komercisti,komercisto,0.9967,3467,bert-alignment
komercisti,historiisto,0.9901,3467,bert-alignment
komercisti,oficisto,0.9895,3467,bert-alignment
komerco,komerco,1.0,696,bert-alignment
komerco,komercado,0.9944,696,bert-alignment
komerco,industrio,0.9895,696,bert-alignment
"komerco,",komerco,0.9923,4296,bert-alignment
"komerco,",sektoro,0.9869,4296,bert-alignment
"komerco,",kompanio,0.9864,4296,bert-alignment
komisitaro,delegito,0.9888,4238,bert-alignment
komisitaro,komisiono,0.9879,4238,bert-alignment
komisitaro,komisiita,0.9874,4238,bert-alignment
komitato,komitato,1.0,1050,bert-alignment
komitato,delegito,0.9875,1050,bert-alignment
komitato,konsilantaro,0.986,1050,bert-alignment
komoni,formi,0.9856,2564,bert-alignment
komoni,komisiono,0.9855,2564,bert-alignment
komoni,nomon,0.9855,2564,bert-alignment
"komoni,",komisiono,0.9871,2611,bert-alignment
"komoni,",ŝanĝo,0.9867,2611,bert-alignment
"komoni,",organizi,0.9865,2611,bert-alignment
komono,kolonio,0.9842,33,bert-alignment
komono,komisiono,0.9839,33,bert-alignment
komono,komarko,0.9837,33,bert-alignment
komono-sideyo,subregiono,0.9834,97,bert-alignment
komono-sideyo,vilao,0.9829,97,bert-alignment
komono-sideyo,urboparto,0.9827,97,bert-alignment
kompanii,kompanio,0.996,3735,bert-alignment
kompanii,organizi,0.9904,3735,bert-alignment
kompanii,kalkuli,0.9878,3735,bert-alignment
kompanio,kompanio,1.0,713,bert-alignment
kompanio,klubo,0.991,713,bert-alignment
kompanio,organizo,0.9909,713,bert-alignment
kompare,kompare,1.0,4247,bert-alignment
kompare,kadre,0.9898,4247,bert-alignment
